key_person,key_uuid,key_mlbam,key_retro,key_bbref,key_bbref_minors,key_fangraphs,key_npb,key_sr_nfl,key_sr_nba,key_sr_nhl,key_wikidata,name_last,name_first,name_given,name_suffix,name_matrilineal,name_nick,birth_year,birth_month,birth_day,death_year,death_month,death_day,pro_played_first,pro_played_last,mlb_played_first,mlb_played_last,col_played_first,col_played_last,pro_managed_first,pro_managed_last,mlb_managed_first,mlb_managed_last,col_managed_first,col_managed_last,pro_umpired_first,pro_umpired_last,mlb_umpired_first,mlb_umpired_last
c6a283db,c6a283db-5089-402b-8e6a-022ef1e1cf68,425542,hillk002,hillko01,hill--001koy,1829,,,,,Q3199426,Hill,Koyie,Koyie Dolan,,,,1979,3,9,,,,2000,2014,2003,2014,1998,2000,,,,,,,,,,
c6d33bf6,c6d33bf6-d709-4189-8040-5b671f12b4cd,644364,aranv001,aranovi01,arano-000vic,15915,,,,,Q39868216,Arano,Víctor,Víctor Teodoro,,Armas,,1995,2,7,,,,2013,2022,2017,2022,,,,,,,,,,,,
c6f97d9e,c6f97d9e-4b71-45db-b159-ef408256f9e9,680418,cropt001,croplty01,crople000tyl,24485,,,,,,Cropley,Tyler,Tyler Dean,,,,1995,12,10,,,,2018,2023,2023,2023,2017,2018,,,,,,,,,,
c7067e90,c7067e90-c0a5-4c11-9d01-ffa43efcb384,407886,ludwr001,ludwiry01,ludwic001rya,1260,,,,,Q865834,Ludwick,Ryan,Ryan Andrew,,,,1978,7,13,,,,1999,2014,2002,2014,1997,1999,,,,,,,,,,
c73386b0,c73386b0-5d74-4deb-8607-df384e2e2df3,444432,trumm001,trumbma01,trumbo001mar,6876,,,,,Q2254970,Trumbo,Mark,Mark Daniel,,,,1986,1,16,,,,2005,2019,2010,2019,,,,,,,,,,,,
c73fe6fe,c73fe6fe-f1f2-4e1d-8dc4-b4804cc17228,621016,cuasj001,cuasjo01,cuas--000jos,17701,,,,,Q112193332,Cuas,José,José Luis,,,,1994,6,28,,,,2015,2024,2022,2024,2013,2015,,,,,,,,,,
c76ce8fc,c76ce8fc-d8a4-4e80-b181-2496a5c43dca,543508,mazzc001,mazzoco01,mazzon001cor,12537,,,,,Q16545266,Mazzoni,Cory,Cory Mitchell,,,,1989,10,19,,,,2011,2018,2015,2018,2009,2011,,,,,,,,,,
c774cc57,c774cc57-d13a-43af-be07-fd75affe5897,642715,adamw002,adamewi01,adames000wil,15986,,,,,Q17465549,Adames,Willy,Willy Rafael,,Luna,,1995,9,2,,,,2013,2024,2018,2024,,,,,,,,,,,,
c77cc1dd,c77cc1dd-8fdd-4602-b05d-172f0db8ce50,606625,moror001,moronre01,moront000rey,14966,,,,,Q29913212,Moronta,Reyes,Reyes Armando,,,,1993,1,6,2024,7,28,2011,2024,2017,2023,,,,,,,,,,,,
c7846a2d,c7846a2d-fc16-4ae6-b764-10350cb89c49,592454,kahnt001,kahnlto01,kahnle001tho,11384,,,,,Q16232670,Kahnle,Tommy,Thomas Robert,,,,1989,8,7,,,,2010,2024,2014,2024,,,,,,,,,,,,
c7983610,c7983610-55ee-40d3-8da8-1b48ffcb3cf1,605113,ahmen001,ahmedni01,ahmed-000nic,12147,,,,,Q17300353,Ahmed,Nick,Nicholas Mark,,,,1990,3,15,,,,2011,2024,2014,2024,2009,2011,,,,,,,,,,
c7a3c661,c7a3c661-9cc5-4c2f-9a66-2daa3feabd4c,453178,kenni001,kenneia01,kenned001ian,6986,,,,,Q1057322,Kennedy,Ian,Ian Patrick,,,,1984,12,19,,,,2006,2023,2007,2023,2004,2006,,,,,,,,,,
c7aab9b4,c7aab9b4-e47b-45b7-bd25-aa5839ee184c,516416,seguj002,segurje01,segura001jea,5933,,,,,Q3174607,Segura,Jean,Jean Carlos Enrique,,,,1990,3,17,,,,2007,2024,2012,2023,,,,,,,,,,,,
c7b0f3fd,c7b0f3fd-8e22-4cca-9562-04b4d900c5c8,664977,cedeb001,cederbl01,cederl000bla,20344,,,,,Q99390443,Cederlind,Blake,Blake Alan,,,,1996,1,4,,,,2016,2023,2020,2020,,,,,,,,,,,,
c7b3f037,c7b3f037-090d-48f7-b72f-f2008ae01747,453284,parkb001,parkebl01,parker003ric,5224,,,,,Q2905843,Parker,Blake,Richard Blake,,,,1985,6,19,,,,2006,2022,2012,2021,2004,2006,,,,,,,,,,
c7e385a1,c7e385a1-b7aa-4d87-b140-ae87e4f8a78f,645848,alvad002,alvarda02,alvare002dar,15580,73075153,,,,Q17305612,Álvarez,Dariel,Dariel,,Camejo,,1988,11,7,,,,2006,2024,2015,2016,,,,,,,,,,,,
c7f3cea9,c7f3cea9-c41a-40b4-b503-ead90549bee0,501593,avill001,avilalu01,avilan001lui,2882,,,,,Q3266612,Avilán,Luis,Luis Armando,,,,1989,7,19,,,,2006,2022,2012,2021,,,,,,,,,,,,
